684658,132,,0.00,0.00,0.00,0.00,0.00,98984.08,196.71,61.48,19.39,19.24,0.31,-87.90,41.97,-1.11,4.59,-3.75,0.15,0.01,1.00,169.49,18.10
689786,133,,0.00,0.00,0.00,0.00,0.00,98984.77,196.65,61.10,19.42,19.37,4.41,nan,111.85,0.04,-30.75,-1.21,0.05,0.08,1.00,166.07,18.18
694913,134,,0.00,0.00,0.00,0.00,0.00,98982.08,196.88,60.97,19.44,19.50,5.52,88.56,175.97,0.44,0.99,0.16,-0.37,0.09,0.93,152.95,18.30
700134,135,,0.00,0.00,0.00,0.00,0.00,98990.14,196.20,60.83,19.44,19.60,5.14,89.10,177.12,0.35,1.15,0.37,-0.37,0.08,0.94,148.96,18.46
705264,136,,0.00,0.00,0.00,0.00,0.00,99025.50,193.20,60.78,19.44,19.71,5.16,nan,176.36,0.62,1.04,0.25,-0.36,0.09,0.95,145.53,18.50
710391,137,,0.00,0.00,0.00,0.00,0.00,98995.30,195.76,60.75,19.44,19.80,5.23,nan,174.54,0.44,1.13,0.16,-0.36,0.09,0.95,148.39,18.50
715518,138,,0.00,0.00,0.00,0.00,0.00,98994.05,195.87,60.68,19.44,19.86,5.18,88.33,177.42,0.77,1.00,0.34,-0.37,0.09,0.94,151.81,18.54
720646,139,,0.00,0.00,0.00,0.00,0.00,98995.89,195.71,60.68,19.43,19.94,4.68,nan,174.30,1.10,0.93,0.09,-0.36,0.08,0.94,143.25,18.50
725776,140,,0.00,0.00,0.00,0.00,0.00,99009.13,195.50,60.85,19.42,20.00,4.78,88.39,173.79,0.96,1.03,-0.07,-0.36,0.08,0.95,150.67,18.54
730939,141,,0.00,0.00,0.00,0.00,0.00,99005.58,195.35,61.40,19.45,20.09,5.23,88.89,167.92,0.56,1.06,0.50,-0.37,0.09,0.94,142.68,18.66
736162,142,,0.00,0.00,0.00,0.00,0.00,98998.16,195.52,61.22,19.44,20.14,5.21,88.87,170.25,0.94,1.21,0.41,-0.36,0.09,0.94,163.22,18.70
741291,143,,0.00,0.00,0.00,0.00,0.00,98995.66,195.73,61.07,19.44,20.19,4.53,nan,169.89,0.64,0.95,0.31,-0.36,0.08,0.96,150.10,18.70
746422,144,,0.00,0.00,0.00,0.00,0.00,98996.67,195.65,60.74,19.44,20.26,5.19,88.57,171.40,0.60,1.14,0.25,-0.37,0.09,0.94,148.39,18.62
751550,145,,0.00,0.00,0.00,0.00,0.00,98999.35,195.42,61.05,19.44,20.30,5.03,nan,166.65,0.86,1.12,0.19,-0.36,0.08,0.94,142.11,18.74
756677,146,,0.00,0.00,0.00,0.00,0.00,98997.89,195.54,61.01,19.40,20.35,5.09,88.41,177.01,0.84,1.19,0.27,-0.37,0.08,0.94,139.83,18.66
761806,147,,0.00,0.00,0.00,0.00,0.00,99006.96,194.77,61.44,19.42,20.38,5.16,nan,173.70,0.87,1.10,0.14,-0.36,0.08,0.93,149.53,18.70
767034,148,,0.00,0.00,0.00,0.00,0.00,99001.16,195.26,60.89,19.44,20.43,5.37,88.53,177.26,0.82,0.93,0.21,-0.37,0.09,0.93,140.40,18.78
772162,149,,0.00,0.00,0.00,0.00,0.00,99003.22,195.09,60.30,19.45,20.47,4.80,88.59,179.78,0.85,1.23,0.17,-0.36,0.08,0.95,142.11,18.70
777290,150,,0.00,0.00,0.00,0.00,0.00,99004.42,194.99,60.95,19.49,20.51,4.30,nan,-170.83,1.99,5.36,-0.16,-0.32,0.07,0.95,115.30,18.90
782420,151,,0.00,0.00,0.00,0.00,0.00,99011.03,194.43,61.02,19.55,20.56,3.07,nan,-177.07,0.88,4.22,0.07,-0.23,0.05,0.99,118.73,18.90
787547,152,,0.00,0.00,0.00,0.00,0.00,99013.91,194.18,60.96,19.57,20.58,5.17,87.77,-169.39,0.80,2.07,0.10,-0.28,0.09,0.97,121.01,18.95
792679,153,,0.00,0.00,0.00,0.00,0.00,98996.53,195.66,61.11,19.59,20.62,3.71,88.61,-156.45,3.98,0.88,-0.25,-0.35,0.06,1.00,114.16,18.95
797952,154,,0.00,0.00,0.00,0.00,0.00,98999.61,195.39,61.12,19.65,20.66,4.10,nan,-154.99,0.56,1.14,0.21,-0.36,0.07,1.00,120.44,18.99
803082,155,,0.00,0.00,0.00,0.00,0.00,98993.56,195.91,61.23,19.65,20.71,6.26,88.48,-155.46,0.11,1.13,0.43,-0.34,0.10,0.93,123.86,19.11
808210,156,,0.00,0.00,0.00,0.00,0.00,98996.46,195.66,61.23,19.73,20.75,5.94,88.28,-158.32,1.58,-0.88,0.07,-0.36,0.10,0.95,95.34,19.11
813338,157,,0.00,0.00,0.00,0.00,0.00,99004.92,194.95,61.15,19.83,20.78,5.02,88.34,-160.49,0.54,5.91,-1.83,-0.31,0.08,0.95,93.63,19.11
818466,158,,0.00,0.00,0.00,0.00,0.00,99007.21,194.75,60.80,19.80,20.82,6.46,88.60,-168.13,1.16,3.98,0.15,-0.27,0.11,0.96,84.50,19.11
823597,159,,0.00,0.00,0.00,0.00,0.00,99008.39,194.65,60.88,19.72,20.83,6.54,87.82,-174.87,0.92,-0.60,0.29,-0.24,0.11,0.97,92.49,19.11
828725,160,,0.00,0.00,0.00,0.00,0.00,99007.38,194.74,60.86,19.65,20.84,6.35,89.02,-158.28,0.96,1.26,0.25,-0.31,0.11,0.97,143.25,18.95
833963,161,,0.00,0.00,0.00,0.00,0.00,99011.72,194.37,60.89,19.67,20.86,6.75,88.33,-159.96,0.72,1.04,0.36,-0.35,0.11,0.95,110.17,19.03
839091,162,,0.00,0.00,0.00,0.00,0.00,99012.32,194.32,60.78,19.67,20.88,7.07,nan,-155.01,0.81,1.24,0.39,-0.35,0.12,0.94,135.84,19.07
844221,163,,0.00,0.00,0.00,0.00,0.00,99010.25,194.49,60.66,19.63,20.89,6.92,88.48,-155.92,0.91,0.98,0.07,-0.35,0.11,0.95,142.11,19.07
849349,164,,0.00,0.00,0.00,0.00,0.00,99010.03,194.51,60.49,19.59,20.92,9.67,nan,-145.86,0.88,0.83,1.17,-0.52,0.15,0.87,168.35,19.15
5092,0,,0.00,0.00,0.00,0.00,0.00,95592.08,488.77,59.35,19.53,20.91,4.97,nan,-153.75,0.79,0.87,0.20,-0.38,0.08,0.95,175.19,20.00
10355,1,,0.00,0.00,0.00,0.00,0.00,99010.67,194.46,60.51,19.52,20.92,5.41,89.05,-152.79,0.65,0.97,0.50,-0.38,0.09,0.94,147.82,19.70
15486,2,,0.00,0.00,0.00,0.00,0.00,99028.49,192.95,60.63,19.49,20.93,5.18,89.07,-150.58,0.81,1.24,0.32,-0.38,0.08,0.93,150.10,19.53
20614,3,,0.00,0.00,0.00,0.00,0.00,99027.47,193.03,60.65,19.45,20.92,5.06,88.72,-151.42,0.78,1.28,0.32,-0.37,0.08,0.94,150.10,19.32
25742,4,,0.00,0.00,0.00,0.00,0.00,99016.89,193.93,60.85,19.45,20.93,5.18,89.24,-154.59,0.61,1.08,0.35,-0.37,0.09,0.94,145.53,19.28
30870,5,,0.00,0.00,0.00,0.00,0.00,99021.24,193.56,60.73,19.43,20.92,5.28,nan,-154.38,0.49,1.12,0.29,-0.38,0.09,0.94,145.53,19.11
36001,6,,0.00,0.00,0.00,0.00,0.00,99011.50,194.39,60.81,19.40,20.92,5.25,nan,-158.74,0.67,1.12,0.26,-0.37,0.09,0.94,156.94,19.11
41260,7,,0.00,0.00,0.00,0.00,0.00,99016.89,193.93,60.80,19.37,20.91,4.87,88.87,-157.53,1.13,1.24,0.09,-0.37,0.08,0.95,152.95,18.99
46388,8,,0.00,0.00,0.00,0.00,0.00,99016.06,194.00,60.87,19.33,20.92,5.36,nan,-155.78,1.12,1.61,0.14,-0.37,0.09,0.95,149.53,18.95
5543,0,,,,,,,95576.47,489.90,60.16,19.28,20.99,4.92,88.44,-155.06,0.76,1.14,0.17,-0.37,0.08,0.95,171.77,18.90
10668,1,,,,,,,99020.36,194.09,61.21,19.27,20.98,5.00,88.51,-155.73,0.76,1.09,0.32,-0.37,0.08,0.95,148.39,18.86
15792,2,,,,,,,99018.71,193.77,61.29,19.30,20.98,5.45,nan,-161.04,0.83,1.16,0.16,-0.37,0.09,0.94,150.10,18.86
20916,3,,,,,,,99024.94,193.25,61.25,19.31,20.98,5.27,88.49,-155.46,0.73,1.29,0.44,-0.37,0.09,0.95,147.24,18.78
26041,4,,,,,,,99019.55,193.71,61.26,19.30,20.97,5.51,nan,-153.03,0.46,0.99,0.39,-0.37,0.09,0.93,151.24,18.78
31168,5,,,,,,,99025.16,193.23,61.28,19.30,20.96,5.39,89.56,-152.82,0.74,1.12,0.20,-0.37,0.09,0.94,146.67,18.78
36293,6,,,,,,,99018.12,193.82,61.46,19.31,20.96,5.50,nan,-160.32,0.39,0.92,0.39,-0.37,0.09,0.94,160.36,18.78
41417,7,,,,,,,99018.12,193.14,61.38,19.30,20.95,5.48,88.81,-158.85,0.69,1.11,0.24,-0.38,0.09,0.94,150.10,18.86
46542,8,,,,,,,99025.36,193.21,61.33,19.28,20.96,5.22,88.74,-152.65,0.80,1.21,0.27,-0.37,0.09,0.94,149.53,18.86
51667,9,,,,,,,99020.82,193.60,61.65,19.26,20.96,5.99,nan,-158.70,-0.15,1.01,0.40,-0.36,0.10,0.91,149.53,18.74
56795,10,,0.00,0.00,0.00,0.00,0.00,99020.82,194.05,61.58,19.29,20.95,5.50,nan,-153.65,0.95,1.07,0.36,-0.37,0.09,0.94,157.51,18.90
62040,11,,0.00,0.00,0.00,0.00,0.00,99014.58,194.13,61.58,19.30,20.96,5.17,nan,-154.54,1.18,0.98,0.09,-0.37,0.09,0.95,156.94,18.78
