599209,84,16,21,46,34.543739,-117.863655,833.70,0.07,91624.85,840.70,39.42,0.00,22.92,3.98,6.50,96.30,-0.10,2.21,-2.12,-0.12,0.07,1.01,115.56,nan
615583,85,16,22,3,34.543735,-117.863655,833.90,0.07,91571.10,845.80,39.69,0.00,23.38,1.64,6.47,88.18,0.89,1.50,1.08,-0.11,0.03,0.99,110.07,nan
620793,86,16,22,8,34.543739,-117.863655,833.90,0.02,91615.03,841.58,39.92,0.00,23.51,1.75,5.13,90.14,2.96,0.52,0.39,-0.09,0.03,1.02,115.56,nan
625917,87,16,22,13,34.543739,-117.863655,834.00,0.04,91623.32,840.84,39.70,0.00,23.57,-0.45,11.08,84.89,3.71,-1.43,4.30,-0.20,-0.01,1.00,121.05,nan
631043,88,16,22,18,34.543739,-117.863655,834.00,0.04,91662.95,837.26,39.10,0.00,23.43,1.31,8.10,93.52,0.10,1.49,-0.28,-0.14,0.02,0.99,115.56,nan
636166,89,16,22,23,34.543739,-117.863655,834.10,0.09,91659.74,837.55,39.04,0.00,23.27,5.43,7.08,91.62,-0.10,-0.20,-0.82,-0.12,0.09,1.00,115.56,nan
641290,90,16,22,28,34.543739,-117.863655,834.10,0.06,91611.78,841.88,38.71,0.00,23.44,-5.84,8.52,103.84,-0.37,3.06,-33.79,-0.15,-0.10,0.99,126.54,nan
658437,91,16,22,45,34.543739,-117.863655,834.30,0.06,91593.71,843.51,38.39,0.00,23.74,-0.37,6.99,98.93,1.91,3.97,14.45,-0.12,-0.01,0.98,110.07,nan
663671,92,16,22,51,34.543739,-117.863655,834.40,0.04,91634.83,839.80,38.47,0.00,23.78,2.27,8.17,98.41,2.56,-1.09,3.01,-0.14,0.04,1.00,104.58,nan
668795,93,16,22,56,34.543739,-117.863655,834.40,0.04,91632.82,839.98,38.53,0.00,23.88,0.68,10.10,137.37,1.68,-8.22,14.57,-0.19,0.01,1.06,121.05,nan
673920,94,16,23,1,34.543739,-117.863655,834.50,0.06,91685.14,835.25,38.39,0.00,23.60,-17.56,-6.86,99.23,7.43,-10.14,1.40,0.13,-0.32,1.00,93.60,nan
679043,95,16,23,6,34.543739,-117.863655,834.50,0.06,91628.92,840.33,38.32,0.00,23.76,-4.21,0.16,131.72,4.98,5.20,-3.05,-0.00,-0.07,0.99,110.07,nan
684166,96,16,23,11,34.543739,-117.863655,834.60,0.00,91642.53,839.10,38.18,0.00,23.81,-6.38,-1.72,120.47,-2.66,-2.77,-0.95,0.03,-0.11,1.00,115.56,nan
700557,97,16,23,28,34.543739,-117.863655,834.80,0.17,91494.10,852.51,37.46,0.00,24.86,-6.13,-3.77,107.40,-2.23,0.32,-3.44,0.07,-0.11,0.99,115.56,nan
705741,98,16,23,33,34.543739,-117.863655,834.80,0.02,91656.06,837.88,37.24,0.00,24.73,0.12,5.94,88.20,12.92,3.77,6.68,-0.10,0.00,1.00,104.58,nan
710865,99,16,23,38,34.543739,-117.863655,834.90,0.04,91563.15,846.03,37.25,0.00,25.25,-4.09,-0.37,108.09,0.40,-8.53,5.17,0.01,-0.07,0.99,104.58,nan
715990,100,16,23,43,34.543739,-117.863655,834.90,0.04,91610.60,841.99,35.76,0.00,25.54,-3.86,-8.17,112.59,6.31,-8.88,3.82,0.14,-0.07,0.99,104.58,nan
721113,101,16,23,48,34.543739,-117.863655,836.40,0.04,91603.25,842.65,35.29,0.00,25.88,3.41,-5.16,117.01,-12.48,11.77,6.83,0.09,0.06,0.98,110.07,nan
726239,102,16,23,53,34.543739,-117.863655,838.90,0.11,91608.14,841.96,35.27,0.00,26.18,4.11,-6.99,127.02,39.01,-15.40,4.08,0.12,0.07,0.94,121.05,nan
743397,103,16,24,10,34.543762,-117.863655,843.20,0.02,91535.19,848.80,33.59,0.00,26.98,-0.11,0.55,124.51,-4.64,15.10,-5.73,-0.01,-0.00,0.95,104.58,nan
748635,104,16,24,16,34.543773,-117.863655,844.70,0.06,91655.35,837.94,33.04,0.00,27.08,3.07,0.37,128.65,-15.27,-13.90,34.51,-0.01,0.05,1.00,115.56,nan
753762,105,16,24,21,34.543769,-117.863655,846.40,0.07,91649.58,838.46,33.26,0.00,27.16,-0.85,4.83,139.58,-4.35,1.41,-2.99,-0.08,-0.01,0.98,115.56,nan
758887,106,16,24,26,34.543766,-117.863655,847.40,0.04,91642.73,839.08,33.31,0.00,27.24,1.35,6.61,131.10,2.00,-5.23,6.34,-0.12,0.02,1.00,104.58,nan
764011,107,16,24,31,34.543769,-117.863655,847.90,0.13,91739.21,830.38,33.28,0.00,26.33,-161.98,52.10,-6.88,263.26,286.68,-286.72,-0.35,-0.08,-0.26,82.62,nan
769136,108,16,24,36,34.543758,-117.863639,849.30,0.41,91720.85,832.03,33.95,0.00,25.87,87.60,24.34,-172.94,1.03,1.03,-0.05,-0.42,0.93,0.04,60.66,nan
785995,109,16,24,53,34.543746,-117.863639,850.40,0.15,91796.49,825.21,35.83,0.00,24.87,83.79,26.69,-172.42,19.46,11.88,-11.70,-0.47,0.92,0.10,66.15,nan
791120,110,16,24,58,34.543746,-117.863639,850.40,0.09,91671.89,836.45,36.30,0.00,24.67,76.01,-24.66,109.30,-0.58,1.24,-5.28,0.41,0.87,0.22,77.13,nan
796244,111,16,25,3,34.543746,-117.863639,850.50,0.06,91675.85,836.09,37.29,0.00,24.47,83.94,10.44,176.45,0.29,0.78,0.19,-0.18,0.98,0.10,60.66,nan
801552,112,16,25,9,34.543746,-117.863639,850.60,0.02,91675.85,836.58,37.80,0.00,24.28,85.10,10.56,176.40,0.56,0.88,0.05,-0.18,0.99,0.08,44.19,nan
806882,113,16,25,14,34.543746,-117.863639,850.60,0.00,91676.63,836.02,38.20,0.00,24.08,85.03,10.69,175.89,0.92,0.85,0.42,-0.19,0.99,0.09,60.66,nan
